"Año","Mes","Tramo de edad Agresor","Tramo de edad Víctima","Almería","Cádiz","Córdoba","Granada","Huelva","Jaén","Málaga","Sevilla","Huesca","Teruel","Zaragoza","Asturias","Illes Balears","Las Palmas","Santa Cruz de Tenerife","Cantabria","Ávila","Burgos","León","Palencia","Salamanca","Segovia","Soria","Valladolid","Zamora","Albacete","Ciudad Real","Cuenca","Guadalajara","Toledo","Barcelona","Girona","Lleida","Tarragona","Alicante/Alacant","Castellón/Castelló","Valencia/València","Badajoz","Cáceres","A Coruña","Lugo","Ourense","Pontevedra","Madrid","Murcia","Navarra","Araba/Álava","Bizkaia","Gipuzkoa","La Rioja","Ceuta","Melilla"
"Año 2005","Septiembre","71-84 años","71-84 años","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2005","Septiembre","No consta","18-20 años","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2005","Octubre","21-30 años","18-20 años","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2005","Octubre","21-30 años","21-30 años","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","",""
"Año 2005","Octubre","41-50 años","31-40 años","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","",""
"Año 2005","Octubre","41-50 años","41-50 años","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","",""
"Año 2005","Octubre","51-60 años","41-50 años","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","",""
"Año 2005","Noviembre","41-50 años","31-40 años","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","",""
"Año 2005","Noviembre","41-50 años","41-50 años","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2005","Noviembre","61-70 años","71-84 años","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","",""
"Año 2005","Noviembre","No consta","21-30 años","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","",""
"Año 2005","Noviembre","No consta","41-50 años","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","",""
"Año 2005","Noviembre","No consta","71-84 años","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2005","Diciembre","21-30 años","18-20 años","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2005","Diciembre","41-50 años","31-40 años","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0"
"Año 2005","Diciembre","No consta","31-40 años","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2006","Enero","21-30 años","21-30 años","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","",""
"Año 2006","Enero","31-40 años","31-40 años","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","1.0","","",""
"Año 2006","Enero","31-40 años","41-50 años","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2006","Enero","41-50 años","21-30 años","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2006","Enero","41-50 años","31-40 años","","","","1.0","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2006","Enero","No consta","21-30 años","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2006","Febrero","18-20 años","21-30 años","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","",""
"Año 2006","Febrero","31-40 años","31-40 años","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","",""
"Año 2006","Febrero","31-40 años","51-60 años","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","",""
"Año 2006","Marzo","31-40 años","21-30 años","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2006","Marzo","31-40 años","31-40 años","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","1.0","","1.0","","1.0","","","","","","","","","","","","","","",""
"Año 2006","Marzo","61-70 años","51-60 años","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","",""
"Año 2006","Marzo","61-70 años","61-70 años","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","1.0","","","","","","","",""
"Año 2006","Marzo","No consta","41-50 años","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2006","Abril","31-40 años","31-40 años","1.0","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2006","Abril","51-60 años","41-50 años","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","",""
"Año 2006","Abril",">=85 años","61-70 años","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2006","Abril","No consta","61-70 años","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2006","Mayo","21-30 años","31-40 años","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","",""
"Año 2006","Mayo","31-40 años","31-40 años","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","1.0","","","",""
"Año 2006","Mayo","51-60 años","31-40 años","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","",""
"Año 2006","Mayo","51-60 años","41-50 años","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2006","Junio","61-70 años","61-70 años","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","",""
"Año 2006","Junio","No consta","31-40 años","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2006","Julio","21-30 años","18-20 años","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","",""
"Año 2006","Julio","21-30 años","21-30 años","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","",""
"Año 2006","Julio","41-50 años","21-30 años","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2006","Julio","41-50 años","31-40 años","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2006","Julio","41-50 años","41-50 años","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2006","Julio","61-70 años","51-60 años","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2006","Julio","71-84 años","61-70 años","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","",""
"Año 2006","Julio","No consta","21-30 años","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2006","Agosto","18-20 años","18-20 años","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2006","Agosto","21-30 años","21-30 años","","","","","","","","","","","","","","","","","","","","","","","","","","","2.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2006","Agosto","21-30 años","31-40 años","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","",""
"Año 2006","Agosto","31-40 años","31-40 años","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","1.0","1.0","","","","","","","","","","","","","","","","","","","",""
"Año 2006","Agosto","31-40 años","41-50 años","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2006","Agosto","51-60 años","51-60 años","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
